,title,location,department,salary_range,company_profile,employment_type,required_experience,required_education,industry,function,fraudulent
10906,7320,89,1002,628,1404,1,4,3,43,1,0
10907,58,2015,2,0,27,4,1,1,16,2,0
10908,7321,1741,2,0,1342,1,3,0,19,1,0
10909,350,381,2,0,17,1,1,0,0,2,0
10910,7322,670,1003,0,233,1,2,0,9,3,0
10911,6796,617,2,28,169,1,4,3,12,1,0
10913,7323,94,2,0,194,1,4,1,90,30,0
10914,7324,631,2,0,1405,1,2,1,61,8,0
10915,7325,32,552,0,102,1,2,1,61,28,0
10916,7326,6,2,0,60,2,2,0,9,2,0
10917,6219,953,2,0,5,2,1,0,0,2,0
10918,7310,617,2,28,169,1,4,3,12,1,0
10919,7327,353,123,0,233,5,0,0,83,28,0
10920,7328,59,1004,0,20,1,2,1,12,15,0
10921,7329,2430,2,0,174,2,1,0,0,2,0
10922,102,236,2,0,1406,1,1,0,9,9,0
10923,407,20,368,119,696,1,1,1,5,8,0
10924,3574,2431,2,0,2,2,1,0,0,2,0
10925,3585,1918,2,0,923,2,3,0,84,30,0
10926,7330,1216,2,0,9,1,4,3,2,1,0
10927,7331,855,2,629,567,1,1,1,5,6,0
10928,7332,787,2,0,567,1,6,0,5,2,0
10929,7333,587,2,0,1407,1,1,1,91,27,0
10930,7334,57,2,0,9,1,2,1,7,25,0
10931,7335,164,2,0,15,1,0,3,0,9,0
10932,6219,0,140,0,371,1,4,3,0,12,0
10933,7336,100,2,0,4,1,2,0,1,23,0
10934,248,15,2,0,1408,1,2,1,9,2,0
10936,7337,427,2,0,9,1,2,1,13,5,0
10937,7338,281,2,0,1159,1,3,3,66,3,0
10938,7339,348,2,0,9,1,4,3,39,1,0
10939,7340,2432,2,0,9,3,4,3,6,1,0
10940,684,0,2,164,5,1,2,1,2,6,0
10941,7341,184,2,0,807,1,2,0,5,2,0
10942,7342,58,2,0,437,2,1,0,0,2,0
10943,7343,11,268,0,10,2,1,0,0,0,0
10944,356,122,1005,0,1409,1,2,1,5,6,0
10945,7251,90,2,0,9,3,4,3,3,9,0
10946,171,176,2,0,9,1,4,3,31,1,0
10947,35,1183,2,0,27,4,1,1,16,2,0
10948,42,1141,2,0,9,1,4,3,21,1,0
10949,29,197,2,0,9,1,4,3,6,9,0
10950,9,244,2,0,9,3,4,3,3,1,0
10951,7344,11,2,0,537,5,3,0,6,31,0
10952,7345,1660,2,0,552,1,0,0,9,2,0
10953,7346,7,1006,0,210,0,2,1,25,18,1
10954,7347,1418,2,0,15,2,1,0,0,2,0
10955,29,11,2,0,805,1,1,0,37,1,0
10956,29,2433,2,0,9,1,4,3,13,1,0
10957,7348,1273,102,0,118,1,1,0,12,5,0
10958,7349,2434,2,0,5,4,1,0,5,6,0
10959,77,336,2,0,9,1,4,3,10,1,0
10960,287,0,2,0,294,0,1,0,9,7,0
10961,7350,244,16,0,210,1,2,1,51,8,1
10962,7351,73,2,0,45,1,3,1,6,17,0
10963,42,336,2,0,9,1,4,3,13,9,0
10964,42,309,2,0,9,1,4,3,13,1,0
10965,29,197,2,0,9,1,4,3,13,1,0
10966,5373,272,2,0,5,1,1,3,17,3,0
10967,3530,244,16,3,1410,1,1,1,2,8,0
10968,29,1527,2,0,9,1,4,3,13,1,0
10969,7352,54,899,0,680,1,4,5,14,6,0
10970,7353,2432,2,0,9,3,4,3,6,1,0
10971,7354,7,2,0,36,1,1,0,90,8,0
10972,203,72,2,0,9,1,4,3,6,1,0
10973,7355,7,391,0,228,1,2,1,47,1,0
10974,7356,2435,2,28,1411,1,1,0,16,12,0
10975,7357,893,665,0,833,1,2,1,119,5,0
10976,3912,0,2,0,49,1,6,0,2,6,0
10977,29,1486,2,0,9,1,4,3,6,1,0
10978,7358,2436,2,0,9,1,4,3,10,1,0
10979,35,2107,2,0,27,4,1,1,16,2,0
10980,7359,1121,2,0,15,2,1,3,0,2,0
10981,7360,1298,2,0,15,1,1,3,0,9,0
10983,7361,298,2,0,15,2,1,3,0,2,0
10984,42,1486,2,0,9,1,4,3,6,1,0
10985,29,7,2,0,9,1,4,3,13,9,0
10986,29,9,2,0,9,1,4,3,31,1,0
10987,7362,12,2,0,9,1,3,1,7,0,0
10988,4482,60,17,0,56,1,2,0,9,6,0
10989,7363,2437,2,0,15,2,1,0,0,2,0
10990,7364,6,27,230,60,1,2,1,5,8,0
10991,7365,60,2,0,1241,1,1,0,0,2,0
10992,7366,94,2,0,15,2,1,3,28,18,0
10993,29,2438,2,0,9,1,4,3,2,1,0
10994,35,1624,2,0,27,4,1,1,16,2,0
10995,0,32,2,0,359,2,1,0,0,2,0
10996,7367,333,182,0,217,2,1,0,0,2,0
10997,7368,2439,2,390,1412,3,1,0,13,7,0
10998,2655,1615,0,0,742,1,4,1,9,0,0
10999,7369,620,182,0,217,2,1,0,0,2,0
11000,3477,1413,2,0,15,1,1,3,0,1,0
11001,7370,184,94,0,1050,2,1,0,0,2,0
11002,50,2440,2,0,29,2,1,0,0,2,0
11003,77,2441,2,0,9,1,4,3,13,1,0
11004,7371,2216,2,0,15,2,1,3,0,2,0
11005,3140,382,17,0,252,1,1,1,5,6,0
11006,517,2228,2,0,15,2,1,0,0,2,0
11007,7372,58,1007,0,5,4,2,1,5,6,0
11009,7373,20,2,0,186,1,3,1,0,6,0
11010,29,2442,2,0,9,1,4,3,13,1,0
11011,418,59,322,0,297,1,4,0,2,9,0
11012,908,11,45,0,125,1,4,1,9,24,0
11013,7374,58,2,0,5,4,1,0,90,2,0
11014,29,2082,2,0,9,1,4,3,11,1,0
11015,7375,6,2,0,67,1,0,0,9,2,0
11016,7376,11,2,0,318,0,2,0,9,6,0
11017,6944,71,2,0,9,1,4,3,13,1,0
11018,7377,174,2,0,5,1,1,0,0,18,0
11019,7378,1014,615,0,720,1,3,1,2,30,0
11020,7379,1571,2,291,1413,1,2,0,2,8,0
11021,35,1702,2,0,27,4,1,1,16,2,0
11022,7380,11,16,5,193,1,2,1,9,8,0
11023,35,43,2,0,27,4,1,1,16,2,0
11024,7381,2443,2,0,15,2,1,0,0,1,0
11025,7382,1763,185,0,298,2,1,0,0,1,0
11026,7383,1128,2,0,1368,4,4,4,16,12,0
11027,7384,854,18,0,615,1,1,2,25,14,0
11028,1289,7,16,0,5,1,2,1,47,8,0
11029,7385,2067,52,0,23,1,2,1,5,15,0
11031,7386,1321,2,0,15,2,1,0,0,2,0
11032,29,174,2,0,9,1,4,3,22,1,0
11033,107,1353,2,0,934,1,1,0,1,0,0
11034,7387,793,2,0,9,3,4,3,10,1,0
11035,42,2444,2,0,9,1,4,3,13,1,0
11036,29,2442,2,0,9,1,4,3,13,1,0
11037,7388,114,2,0,5,2,1,0,0,2,1
11038,7389,31,2,0,9,1,4,3,51,9,0
11039,7390,1298,2,0,15,1,4,0,0,1,0
11040,7391,2445,2,0,15,1,1,3,64,1,0
11041,77,0,2,0,9,1,4,3,10,1,0
11042,7392,3,2,0,9,1,4,3,31,1,0
11043,6855,404,16,0,267,1,2,1,9,8,0
11044,142,114,2,0,131,2,1,0,0,2,0
11045,7393,128,2,0,9,1,4,3,13,1,0
11046,7389,1458,2,0,9,1,4,3,51,9,0
11047,7394,59,663,0,279,2,1,0,0,2,0
11048,369,1242,2,0,5,1,3,0,5,8,0
11049,58,2281,2,0,27,4,1,1,16,2,0
11050,7395,9,2,0,70,3,0,7,1,0,0
11051,7396,1699,2,0,5,1,2,8,5,6,0
11052,7304,72,2,0,9,3,4,3,6,1,0
11053,7397,2446,2,0,351,1,1,0,9,6,0
11054,58,43,2,0,27,4,1,1,16,2,0
11055,58,2447,2,0,27,4,1,1,16,2,0
11056,7398,37,159,68,259,1,3,1,5,0,0
11057,192,11,2,0,27,4,1,1,16,2,0
11058,91,0,2,0,9,3,4,3,13,1,0
11059,77,189,2,0,9,1,4,3,10,1,0
11060,7399,272,2,0,9,1,4,3,6,9,0
11061,7400,93,1008,0,1414,1,1,1,40,3,0
11062,7401,608,3,72,563,1,4,0,95,3,0
11063,7402,125,34,138,80,1,2,1,1,8,0
11064,4010,923,25,0,609,1,1,0,47,33,0
11065,350,121,2,0,17,1,1,0,0,2,0
11066,7403,37,1009,329,259,1,4,1,5,1,0
11067,528,223,2,56,276,1,2,1,71,6,0
11068,3152,771,2,28,551,1,4,4,13,3,0
11069,9,841,2,0,9,3,4,3,13,1,0
11070,84,7,2,0,9,1,4,3,6,9,0
11071,9,100,2,0,9,3,4,3,16,1,0
11072,7404,525,2,0,9,1,4,3,2,1,0
11073,7405,2448,2,0,5,1,1,0,1,3,0
11074,3046,600,2,0,1415,1,1,0,0,2,0
11075,192,11,2,0,27,4,1,1,16,2,0
11076,395,0,2,0,241,1,2,0,0,24,0
11077,7406,114,2,0,5,2,1,0,0,2,1
11078,77,0,2,0,9,1,3,3,31,1,0
11079,139,61,2,26,5,1,4,3,6,3,0
11080,7407,37,645,100,259,1,2,1,5,6,0
11081,7408,9,25,0,200,2,1,0,0,7,0
11082,29,91,2,0,9,1,4,3,6,9,0
11083,6722,2449,2,0,29,1,1,0,17,2,0
11084,6212,272,2,0,9,1,3,3,18,1,0
11085,29,90,2,0,9,1,4,3,16,9,0
11086,7409,2450,2,0,15,2,1,3,0,2,0
11087,7410,216,2,0,16,2,1,0,0,2,0
11088,58,2451,2,0,27,4,1,1,16,2,0
11089,6944,748,2,0,9,1,4,3,88,1,0
11090,7411,57,2,0,9,1,4,3,13,1,0
11091,7412,239,431,0,292,1,1,0,6,1,0
11092,7413,2452,2,0,734,3,3,1,9,9,0
11093,3866,37,2,0,9,1,4,3,6,1,0
11094,9,176,2,0,9,3,4,3,100,1,0
11095,79,42,2,0,9,3,4,3,2,1,0
11097,7298,0,2,0,9,1,3,1,6,1,0
11098,30,168,2,0,9,1,4,3,13,9,0
11099,7414,333,976,0,217,2,1,0,0,2,0
11100,7415,12,2,0,9,1,4,3,7,9,0
11101,29,0,2,0,9,1,4,3,37,1,0
11102,36,91,2,0,27,4,1,1,16,2,0
11103,192,2453,2,0,27,4,1,1,16,2,0
11104,1074,74,2,0,17,1,1,0,42,2,0
11105,29,111,2,0,9,1,4,3,57,1,0
11106,7416,94,2,0,15,5,1,0,24,2,0
11107,7417,57,2,0,9,1,4,3,13,1,0
11108,7418,2454,2,0,15,2,1,3,0,2,0
11109,7419,1426,2,0,15,2,1,3,0,9,0
11110,5738,2066,2,0,111,1,4,3,68,4,0
11112,7420,51,2,0,33,2,1,0,0,2,0
11113,7421,333,422,0,217,2,1,0,0,2,0
11115,7422,114,2,0,1373,1,1,0,48,2,0
11116,7423,11,47,0,40,1,3,0,59,1,0
11118,7424,2455,2,0,281,2,1,0,0,2,0
11119,7425,7,2,0,245,2,1,0,0,2,0
11120,7426,35,2,0,5,1,2,1,15,8,0
11121,7386,331,2,0,15,2,1,0,0,2,0
11122,7427,19,2,0,5,2,1,0,73,2,0
11123,35,91,2,0,27,4,1,1,16,2,0
11124,9,381,2,0,9,3,4,3,3,1,0
11125,347,6,3,0,5,1,2,0,9,3,0
11126,91,90,2,0,9,3,4,3,10,1,0
11127,9,37,2,0,9,3,4,3,13,9,0
11128,91,3,2,0,9,3,4,3,3,1,0
11129,124,158,0,0,106,1,1,0,90,0,0
11130,30,40,2,0,9,1,4,3,13,1,0
11131,7428,57,2,0,9,1,4,3,13,1,0
11132,77,376,2,0,9,1,4,3,10,1,0
11133,9,282,2,0,9,3,4,3,6,9,0
11134,7429,458,2,630,567,1,2,1,5,6,0
11135,7430,2296,2,0,5,1,2,1,3,4,0
11136,7431,176,2,0,9,1,4,3,13,1,0
11137,35,840,2,0,27,4,1,1,16,2,0
11138,5303,1763,25,0,298,1,1,0,0,2,0
11139,2326,132,2,0,147,1,2,1,5,6,0
11140,7432,2456,45,0,5,1,3,0,77,24,0
11141,58,364,2,0,27,4,1,1,16,2,0
11142,35,2457,2,0,27,4,1,1,16,2,0
11143,7433,465,2,0,5,1,1,0,85,2,0
11144,79,533,2,0,9,3,4,3,16,9,0
11145,6933,402,2,0,9,3,4,3,10,1,0
11146,7434,237,2,0,353,1,3,1,9,8,0
11147,7435,11,24,0,125,1,3,1,9,17,0
11148,42,10,2,0,9,1,4,3,6,1,0
11149,7043,2374,2,0,15,1,1,3,47,13,0
11150,84,606,609,0,217,2,1,0,0,2,0
11151,7436,87,2,0,5,1,1,0,14,2,0
11152,29,90,2,0,9,1,4,3,13,1,0
11153,7437,11,2,0,1341,1,2,0,4,2,0
11154,7438,333,422,0,217,2,1,0,0,2,0
11155,4462,381,2,0,17,1,1,0,0,2,0
11156,7439,114,2,0,468,2,1,0,0,2,0
11157,7440,19,2,363,5,1,6,2,2,8,0
11158,5933,2252,998,0,680,1,2,1,14,14,0
11159,9,1465,2,0,9,3,4,3,13,1,0
11160,29,9,2,0,9,1,4,3,6,1,0
11161,165,101,419,0,32,1,1,0,5,2,0
11162,5816,333,227,0,217,2,1,0,0,2,0
11163,1913,0,2,0,9,1,4,3,13,1,0
11164,29,243,2,0,9,1,4,3,12,9,0
11165,7441,59,267,0,279,1,4,0,0,1,0
11166,7442,1835,2,0,1219,1,1,0,0,2,0
11167,7443,2458,2,0,9,1,4,3,51,1,0
11168,7444,1883,2,0,15,2,1,0,24,2,0
11169,29,2345,2,0,9,1,4,3,13,1,0
11171,7445,7,2,0,9,3,4,3,13,1,0
11172,6818,333,422,0,217,2,1,0,0,2,0
11173,30,2441,2,0,9,1,4,3,13,1,0
11174,9,0,2,0,9,1,4,3,6,1,0
11175,9,0,2,0,9,3,4,3,6,1,0
11176,35,174,2,0,27,4,1,1,16,2,0
11177,7446,91,16,281,262,1,2,1,2,8,0
11178,7447,128,2,0,115,1,4,3,6,1,0
11179,7448,252,2,0,167,4,1,0,0,2,0
11180,7449,416,801,118,686,1,3,7,5,6,0
11181,7450,1981,801,104,686,1,3,7,5,6,0
11182,7451,376,2,0,5,3,4,3,59,3,0
11184,36,123,2,0,27,4,1,1,16,2,0
11185,58,525,2,0,27,4,1,1,16,2,0
11186,7452,272,17,0,848,1,2,1,5,6,0
11187,7453,0,2,0,1416,1,3,1,2,3,0
11188,248,93,2,0,1366,1,2,1,1,14,0
11189,58,2459,2,0,27,4,1,1,16,2,0
11190,7454,58,2,0,5,1,2,0,89,2,0
11191,192,2460,2,0,27,4,1,1,16,2,0
11192,36,90,2,0,27,4,1,1,16,2,0
11193,7455,717,2,0,5,4,1,0,45,2,0
11194,3916,357,377,0,237,3,4,1,9,32,0
11196,893,30,1010,0,25,1,4,0,14,9,0
11197,35,440,2,0,27,4,1,1,16,2,0
11198,7456,2461,2,0,5,1,2,1,3,12,0
11199,7457,72,2,0,5,2,1,0,0,2,0
11200,7458,2462,2,0,1417,1,1,1,5,2,0
11201,7459,73,2,0,45,1,4,1,6,3,0
11202,924,485,2,0,1418,1,2,0,4,19,0
11203,7460,353,1011,28,233,1,4,1,5,6,0
11204,7461,27,2,145,5,1,2,0,9,6,0
11205,521,2463,2,145,1419,1,2,8,58,19,0
11206,35,244,2,0,27,4,1,1,16,2,0
11207,305,26,2,0,17,1,1,0,42,2,0
11208,7462,20,2,0,1332,5,0,2,5,6,0
11209,7463,620,1012,631,350,1,5,1,78,5,0
11210,7464,158,2,0,106,1,3,0,2,8,0
11211,1254,719,231,0,383,3,1,0,59,2,0
11212,7465,239,2,478,1420,1,2,1,9,6,0
11213,7466,11,2,138,365,1,2,0,5,6,0
11214,7467,128,2,0,5,1,4,0,6,9,0
11215,9,197,2,0,9,3,4,3,13,1,0
11216,7468,266,34,0,3,1,2,1,5,6,0
11217,7469,20,493,0,647,1,2,0,5,6,0
11218,36,2260,2,0,27,4,1,1,16,2,0
11219,4596,89,2,0,567,1,2,0,5,6,0
11220,7470,2464,2,0,15,1,0,3,70,2,0
11221,7471,9,2,0,216,1,2,0,45,8,0
11222,7472,237,3,0,208,1,2,1,78,3,0
11223,7473,77,2,13,48,1,1,0,25,3,0
11224,7191,19,12,0,28,1,3,1,2,10,0
11225,7474,139,1013,0,873,1,2,1,97,6,0
11226,4810,1222,2,0,857,1,1,0,34,3,0
11227,7475,1321,2,0,15,5,3,0,24,3,0
11228,7476,168,2,0,5,3,4,3,59,2,0
11229,7477,664,2,28,1353,4,2,1,106,6,0
11230,1991,408,113,0,109,1,2,0,5,6,0
11231,7478,1149,2,0,5,2,1,0,2,2,0
11232,7479,301,5,0,10,2,1,0,0,2,0
11233,1680,1276,2,0,334,1,2,1,99,14,0
11234,288,640,2,0,147,1,6,7,5,3,0
11235,7480,80,16,0,644,1,4,0,0,8,0
11237,7481,2372,2,0,15,2,1,3,0,1,0
11238,7482,11,16,104,193,1,2,0,9,6,0
11239,7483,100,2,632,963,1,4,1,112,28,0
11240,7484,584,2,0,41,1,2,0,18,24,0
11241,4286,9,2,0,334,1,2,1,25,6,0
11242,7485,183,3,0,906,1,4,1,2,3,0
11244,7486,2465,1014,0,5,1,1,1,88,9,0
11245,7487,93,2,0,983,4,3,1,5,0,0
11246,3184,9,16,0,923,1,2,1,2,8,0
11247,7488,674,796,0,88,1,1,0,71,15,0
11248,7489,59,2,0,1421,1,2,2,27,26,0
11249,1522,58,116,31,5,1,2,1,7,5,0
11250,7490,2331,2,0,651,3,1,8,38,4,0
11251,7491,247,75,0,60,1,1,0,43,3,0
11252,7492,114,2,0,159,1,1,0,5,2,0
11253,248,101,2,0,61,1,3,1,2,31,0
11254,58,1690,2,0,27,4,1,1,16,2,0
11255,7493,617,2,28,169,1,4,3,12,1,0
11256,81,2466,0,122,1404,1,2,1,43,0,0
11257,63,26,2,0,17,1,1,0,0,2,0
11258,7494,1425,2,593,5,1,1,0,73,2,0
11259,7495,807,2,0,582,1,2,7,5,6,0
11260,7496,20,2,0,186,1,3,1,5,2,0
11261,389,93,2,0,17,1,1,0,0,2,0
11262,385,2467,2,0,5,1,1,0,34,2,0
11263,7497,108,2,0,15,2,1,3,0,2,0
11264,7498,19,813,0,118,1,4,1,78,14,0
11265,58,2468,2,0,27,4,1,1,16,2,0
11266,7499,580,2,0,15,1,1,3,0,9,0
11267,7500,2469,2,0,402,1,1,3,0,2,0
11268,7501,7,0,75,469,1,2,0,9,0,0
11269,356,20,2,340,286,1,3,1,5,6,0
11270,149,49,2,0,147,1,2,3,5,17,0
11271,7502,363,2,593,5,1,1,0,73,2,0
11272,2041,333,422,0,217,2,1,0,0,2,0
11273,7503,37,1015,0,259,1,2,1,5,8,0
11274,7504,108,2,0,15,2,1,3,0,2,0
11275,6795,121,2,0,17,1,1,0,5,2,0
11276,7505,77,2,0,15,1,2,6,24,5,0
11277,7506,1229,2,0,858,1,3,7,108,3,0
11278,7507,108,2,0,15,2,1,3,0,2,0
11279,58,1182,2,0,27,4,1,1,16,2,0
11280,199,74,2,0,17,1,1,0,0,2,0
11281,2604,363,2,0,245,1,1,1,2,8,0
11282,35,237,2,0,27,4,1,1,16,2,0
11283,927,280,82,0,185,1,2,0,62,20,0
11284,7508,357,2,633,237,1,4,1,9,36,0
11285,7509,49,1016,16,267,1,3,1,28,18,0
11286,7510,0,240,14,193,1,3,1,9,10,0
11287,149,93,2,0,147,1,2,3,5,17,0
11288,7511,6,1017,0,428,1,2,0,5,3,0
11289,7512,1750,2,0,1103,2,1,0,0,2,0
11290,3760,89,819,38,119,1,1,0,13,3,0
11291,124,20,2,31,286,1,3,1,5,6,0
11292,58,567,2,0,27,4,1,1,16,2,0
11293,7513,111,2,0,1422,1,2,1,9,0,0
11294,7514,80,2,0,5,1,2,0,5,2,0
11295,7515,244,25,0,200,2,1,0,0,7,0
11296,3760,132,851,38,119,1,1,0,13,3,0
11297,7516,13,2,0,11,1,3,3,8,25,0
11298,35,1193,2,0,27,4,1,1,16,2,0
11299,7517,3,2,0,1423,1,3,1,5,17,0
11300,7518,478,2,0,333,2,1,0,0,2,0
11301,7519,66,2,0,560,2,1,0,0,2,0
11302,7520,2470,2,0,15,2,1,3,0,2,0
11303,58,2471,2,0,27,4,1,1,16,2,0
11304,3877,108,2,0,15,2,1,3,0,2,0
11305,915,1173,2,0,5,1,2,1,6,5,0
11306,7521,194,0,0,5,1,2,0,9,0,0
11307,7522,93,111,0,868,1,2,1,54,28,0
11308,7523,19,129,0,28,1,6,1,0,10,0
11309,124,404,2,0,267,1,4,0,9,8,0
11310,684,66,30,0,770,1,2,1,2,6,0
11311,7524,2472,749,0,1424,2,1,0,0,2,0
11312,7525,58,30,0,1425,1,1,3,5,11,0
11313,7526,744,2,0,530,2,1,0,0,24,0
11314,7527,114,0,0,10,2,1,0,0,0,0
11315,7528,654,1018,0,0,3,1,0,0,2,0
11316,7529,117,2,0,73,1,2,1,72,32,0
11317,7530,54,3,72,563,1,4,0,95,3,0
11318,211,1542,2,0,5,2,1,0,0,2,0
11319,7531,744,2,0,530,2,1,2,0,2,0
11321,7532,571,213,634,90,1,4,1,5,27,0
11322,6856,19,2,0,1308,1,1,0,84,2,0
11323,7533,203,3,635,97,1,6,2,12,3,0
11324,58,1273,2,0,27,4,1,1,16,2,0
11325,7534,471,2,0,323,1,1,0,0,2,0
11326,893,87,2,0,1150,1,3,3,3,9,0
11327,7535,214,2,0,60,1,2,0,9,2,0
11328,7536,2012,2,0,29,1,1,0,17,3,0
11329,7537,2396,2,0,2,2,1,0,0,2,0
11330,7538,66,2,181,1289,1,4,0,5,6,0
11331,6917,0,2,0,49,1,1,1,2,5,0
11332,7539,114,2,0,131,2,1,0,0,2,0
11333,7540,6,16,0,42,3,0,1,23,8,0
11334,7541,2413,2,0,15,1,1,3,28,3,0
11335,7542,2338,2,0,111,1,4,3,68,4,0
11336,7543,2473,2,0,17,1,1,0,0,2,0
11337,7544,7,2,0,36,1,1,0,5,32,0
11338,7545,2283,2,0,281,2,1,0,0,2,0
11339,7546,93,1016,0,267,1,5,1,1,3,0
11340,7547,854,126,0,615,1,1,2,25,6,0
11341,6716,344,2,0,2,1,1,1,15,8,0
11342,7548,37,2,0,139,1,2,1,5,6,0
11343,547,666,2,0,186,1,3,1,5,6,0
11344,3719,448,2,0,147,1,1,0,0,17,0
11345,7549,2474,2,0,5,4,3,3,2,3,0
11346,3760,376,204,38,119,1,1,0,13,3,0
11347,7550,2475,2,0,15,2,1,0,24,2,0
11348,7504,108,2,0,15,2,1,3,0,2,0
11349,7551,7,2,0,351,1,1,0,9,6,0
11350,7552,353,45,0,276,1,2,1,71,24,0
11351,717,381,2,0,17,1,1,0,0,2,0
11352,1898,381,2,0,17,1,1,0,35,2,0
11353,7553,309,25,0,228,1,1,3,47,2,0
11354,3003,0,1019,0,1341,1,2,0,2,23,0
11355,2446,83,2,0,17,1,2,1,20,8,0
11356,58,633,2,0,27,4,1,1,16,2,0
11357,58,669,2,0,27,4,1,1,16,2,0
11358,7554,9,25,0,200,2,1,0,0,7,0
11359,3760,417,483,38,119,1,1,0,13,3,0
11360,7555,2476,2,0,15,1,1,3,0,9,0
11361,7556,2477,2,636,5,3,1,3,1,0,0
11362,246,398,2,0,5,1,2,2,5,19,0
11363,528,147,2,0,93,1,3,1,11,8,0
11364,1263,37,2,0,17,1,1,0,50,2,0
11365,7557,11,25,0,805,1,1,0,37,1,0
11366,7558,27,615,0,647,1,2,0,59,12,0
11367,7559,404,2,0,958,2,2,1,74,18,0
11368,7560,1753,2,158,5,1,2,1,5,7,0
11369,149,66,2,0,147,1,2,3,5,17,0
11370,1006,201,377,637,237,1,3,1,9,0,0
11371,248,101,213,0,61,1,3,0,9,22,0
11372,7561,732,2,0,17,1,2,1,64,3,0
11373,7562,1805,2,0,159,1,1,0,5,2,0
11374,975,7,2,0,1197,1,2,0,48,2,0
11375,7563,239,13,2,96,1,2,0,9,11,0
11376,929,252,2,0,295,1,1,0,9,2,0
11377,5729,125,920,0,448,1,3,0,9,0,0
11378,7564,2478,2,0,17,1,1,0,0,2,0
11379,7565,2479,2,28,5,1,1,3,101,2,0
11380,7566,58,2,638,1426,1,2,1,3,9,0
11381,6952,174,16,0,606,1,1,0,9,8,0
11382,7567,744,2,0,530,2,1,0,0,31,0
11383,7568,11,347,0,10,2,1,0,0,2,0
11384,7569,7,39,125,761,1,2,1,9,8,0
11385,2885,381,2,0,17,1,1,0,2,2,0
11386,3789,1810,34,0,1042,1,2,0,26,5,0
11387,7570,1512,1020,0,137,1,2,1,12,1,0
11388,77,0,2,0,1427,1,3,0,40,1,0
11389,2995,352,20,0,51,1,2,1,15,19,1
11390,1348,2084,247,0,219,1,1,0,3,4,0
11391,7571,66,2,0,1428,0,1,0,10,2,0
11392,1911,793,456,0,799,3,4,3,13,1,0
11393,7572,1289,2,0,133,2,1,0,0,2,0
11394,2692,0,0,0,299,1,4,3,13,0,0
11395,7573,799,1021,126,1429,1,1,1,32,9,0
11396,7015,0,2,0,1374,2,1,0,0,2,0
11397,1954,80,2,0,50,1,2,1,6,6,0
11398,928,128,2,0,5,1,4,3,6,3,0
11399,7574,7,0,0,1342,1,1,1,0,0,0
11400,9,522,2,0,9,1,4,3,31,1,0
11401,7575,7,2,0,1197,1,6,0,48,2,0
11402,7576,996,0,0,709,1,2,2,3,0,0
11403,5503,408,2,0,109,2,1,0,0,2,0
11404,7577,478,2,0,291,1,1,3,14,11,0
11405,7578,80,2,0,50,1,2,1,6,6,0
11406,1536,60,972,0,56,1,1,0,9,6,0
11407,7579,166,2,0,5,1,1,0,21,4,0
11408,7580,448,2,0,147,1,4,1,2,6,0
11409,7581,58,1022,0,743,3,4,3,8,1,0
11410,7582,614,2,0,15,2,1,3,0,2,0
11411,7583,87,2,0,5,2,1,0,0,2,0
11412,2646,2480,1023,0,350,1,3,2,52,4,0
11413,762,453,2,0,345,4,1,6,38,4,0
11414,7584,19,2,0,417,1,3,1,36,21,0
11415,7585,1064,2,0,1000,1,2,0,9,2,0
11416,1067,49,2,0,1306,1,2,0,106,10,0
11417,7586,59,2,0,92,1,3,1,2,6,0
11418,7587,744,2,0,530,2,1,0,0,2,0
11419,2741,24,2,0,459,1,1,1,16,32,0
11420,4398,694,2,0,5,1,2,1,5,6,0
11421,7588,7,2,0,477,1,1,0,2,2,0
11422,7589,7,2,0,477,1,2,1,2,6,0
11423,7590,2481,2,0,530,2,1,2,0,24,0
11424,7591,7,2,0,477,1,1,0,2,2,0
11425,7592,744,2,0,530,2,1,0,0,31,0
11426,7593,472,2,0,873,2,1,0,0,8,0
11427,7594,112,0,0,68,2,1,0,0,0,0
11428,7595,1948,2,0,5,1,3,3,17,20,0
11429,3702,1291,1024,0,676,1,4,3,31,2,0
11430,7596,58,2,0,1430,1,2,1,15,16,0
11431,7597,20,16,0,647,1,2,0,2,8,0
11432,7598,7,3,0,462,1,2,1,23,3,0
11433,291,282,2,0,335,1,3,7,0,2,0
11434,7599,967,369,0,1220,3,1,3,9,1,0
11435,7600,1309,995,42,350,1,3,7,16,12,0
11436,7601,2482,1025,0,1431,1,2,2,9,6,0
11437,7602,421,267,0,279,2,1,0,0,2,0
11438,7603,2483,2,0,5,1,5,0,3,2,0
11439,7604,128,2,0,115,1,4,0,6,2,0
11440,7605,2484,2,0,281,2,1,0,0,2,0
11441,228,11,16,5,125,1,2,2,9,30,0
11442,7606,679,25,0,200,2,1,0,0,7,0
11443,7607,1064,2,0,5,2,1,0,0,2,0
11444,7608,644,2,0,177,2,1,0,0,2,0
11445,5013,1156,2,0,1432,1,3,0,5,6,0
11446,970,0,2,0,355,1,3,0,5,3,0
11447,7609,584,980,0,41,1,3,1,6,24,0
11448,7610,744,2,0,530,1,2,1,5,6,0
11449,7611,27,2,618,485,1,1,0,2,6,0
11450,7612,383,2,0,15,2,1,3,0,2,0
11451,333,2425,2,28,169,1,4,3,12,1,0
11452,7613,316,2,0,2,2,1,0,0,2,0
11453,4983,2485,44,0,96,5,1,1,5,32,0
11454,2361,80,12,0,72,1,2,0,48,10,0
